double,hit,stand,player_total,dealer_card_up,best_action,split
-1.7082670826708266,-0.8541335413354133,0.6327788277882779,20,2,stand,
-1.7059420594205943,-0.8529710297102971,0.6432114321143212,20,3,stand,
-1.7070570705707058,-0.8535285352853529,0.6551315513155131,20,4,stand,
-1.7088220882208822,-0.8544110441104411,0.6691866918669187,20,5,stand,
-1.7057170571705718,-0.8528585285852859,0.6765217652176522,20,6,stand,
-1.7019720197201973,-0.8509860098600986,0.7710352103521035,20,7,stand,
-1.6987169871698715,-0.8493584935849359,0.7909129091290913,20,8,stand,
-1.7006120061200611,-0.8503060030600306,0.7564025640256402,20,9,stand,
-1.7077720777207772,-0.8538860388603886,0.4401144011440114,20,10,stand,
-1.755837558375584,-0.8779187791877919,0.1119111191111911,20,11,stand,
-1.461159611596116,-0.7287547875478755,0.3805588055880559,19,2,stand,
-1.4567245672456726,-0.7285922859228592,0.3995214952149521,19,3,stand,
-1.4549145491454916,-0.727489774897749,0.4170591705917059,19,4,stand,
-1.450889508895089,-0.725139751397514,0.4391618916189161,19,5,stand,
-1.4486044860448604,-0.7247622476224762,0.4537195371953719,19,6,stand,
-1.43289932899329,-0.7170621706217062,0.6160086600866008,19,7,stand,
-1.42749927499275,-0.7126521265212652,0.5958684586845868,19,8,stand,
-1.428359283592836,-0.7151946519465194,0.2879553795537955,19,9,stand,
-1.487369873698737,-0.743879938799388,-0.0224277242772427,19,10,stand,
-1.577185771857719,-0.7894278942789428,-0.1787867878678787,19,11,stand,
-1.2478474784747848,-0.6221637216372163,0.1108336083360833,18,2,stand,
-1.2408074080740807,-0.6225137251372513,0.1382338823388234,18,3,stand,
-1.2390073900739007,-0.6172061720617206,0.1662616626166261,18,4,stand,
-1.2327123271232712,-0.6153211532115321,0.1935119351193512,18,5,stand,
-1.2265872658726586,-0.6139861398613986,0.2241322413224132,18,6,stand,
-1.1800968009680095,-0.5902884028840288,0.4005690056900569,18,7,stand,
-1.1858668586685868,-0.5920609206092061,0.1044560445604456,18,8,stand,
-1.2308773087730878,-0.6167561675616756,-0.1827918279182792,18,9,stand,
-1.3380083800838007,-0.670759207592076,-0.23949989499895,18,10,stand,
-1.4501245012450124,-0.7260797607976079,-0.4632771327713277,18,11,stand,
-1.0753957539575396,-0.5415629156291563,-0.1569190691906919,17,2,stand,
-1.0648256482564826,-0.5329428294282943,-0.1194386943869438,17,3,stand,
-1.0595705957059571,-0.5300028000280003,-0.0816158161581615,17,4,stand,
-1.0447054470544703,-0.5250527505275053,-0.0455829558295583,17,5,stand,
-1.03830038300383,-0.518960189601896,-0.0073475734757347,17,6,stand,
-0.9673746737467376,-0.4850523505235052,-0.1047510475104751,17,7,stand,
-1.0123951239512394,-0.5048950489504895,-0.3791212912129121,17,8,stand,
-1.1069160691606916,-0.5530330303303033,-0.4215767157671576,17,9,stand,
-1.22180221802218,-0.6096035960359604,-0.4643121431214312,17,10,stand,
-1.3695686956869568,-0.6859068590685907,-0.663639136391364,17,11,stand,
-0.9430944309443094,-0.473629736297363,-0.2879728797287973,16,2,stand,
-0.9266092660926608,-0.4652496524965249,-0.2470124701247012,16,3,stand,
-0.918539185391854,-0.4578445784457844,-0.2040870408704087,16,4,stand,
-0.9031690316903168,-0.4508145081450814,-0.1670566705667056,16,5,stand,
-0.8843338433384333,-0.4417319173191732,-0.1210762107621076,16,6,stand,
-0.8272932729327294,-0.4140741407414074,-0.4742497424974249,16,7,hit,
-0.914279142791428,-0.4578195781957819,-0.510860108601086,16,8,hit,
-1.016320163201632,-0.5088225882258822,-0.54180041800418,16,9,hit,
-1.1416414164141642,-0.5711057110571106,-0.575060750607506,16,10,hit,
-1.3203732037320373,-0.6581290812908129,-0.7221672216722167,16,11,hit,
-0.8371283712837129,-0.4185416854168541,-0.2859378593785938,15,2,stand,
-0.8159831598315983,-0.4093240932409324,-0.2483074830748307,15,3,stand,
-0.7897978979789798,-0.3962264622646226,-0.2062370623706237,15,4,stand,
-0.7736127361273613,-0.3878688786887869,-0.1634766347663476,15,5,stand,
-0.7458074580745807,-0.3748787487874879,-0.1229612296122961,15,6,stand,
-0.7544625446254463,-0.3669836698366984,-0.4752297522975229,15,7,hit,
-0.8438984389843899,-0.4171966719667196,-0.510110101101011,15,8,hit,
-0.947869478694787,-0.4710822108221082,-0.5409954099540996,15,9,hit,
-1.0715307153071532,-0.5362428624286243,-0.5748107481074811,15,10,hit,
-1.2725677256772567,-0.6331863318633186,-0.7212922129221292,15,11,hit,
-0.7246222462224622,-0.3656236562365623,-0.2878078780787808,14,2,stand,
-0.7051070510705107,-0.3479559795597956,-0.2487124871248712,14,3,stand,
-0.6652266522665227,-0.3370808708087081,-0.2040120401204012,14,4,stand,
-0.6404014040140401,-0.3211682116821168,-0.1649666496664966,14,5,stand,
-0.6133961339613396,-0.3066330663306633,-0.1208812088120881,14,6,stand,
-0.6651766517665176,-0.3217282172821728,-0.4738047380473805,14,7,hit,
-0.7691676916769168,-0.3719337193371934,-0.5087150871508715,14,8,hit,
-0.8780937809378094,-0.4291542915429154,-0.54110041100411,14,9,hit,
-1.0040000400004,-0.5000675006750067,-0.5758557585575855,14,10,hit,
-1.2307823078230782,-0.6045360453604536,-0.7212022120221202,14,11,hit,
-0.6201762017620176,-0.311660616606166,-0.2869678696786968,13,2,stand,
-0.5842058420584206,-0.2899878998789988,-0.2462524625246252,13,3,stand,
-0.5484754847548475,-0.2734527345273452,-0.2058270582705827,13,4,stand,
-0.5081950819508195,-0.255670056700567,-0.1627866278662786,13,5,stand,
