double,hit,stand,player_total,dealer_card_up,best_action
-0.07478285714285714,-0.02265714285714286,-0.2914857142857143,soft_16,2,hit
-0.007757142857142857,0.013184285714285714,-0.2501114285714286,soft_16,3,hit
0.056697142857142856,0.047138571428571426,-0.21124285714285715,soft_16,4,double
0.12178857142857143,0.08708285714285714,-0.16774571428571428,soft_16,5,double
0.17864,0.11429142857142857,-0.1536142857142857,soft_16,6,double
-0.18248571428571428,-0.00343,-0.47528857142857145,soft_16,7,hit
-0.31499714285714286,-0.06602142857142858,-0.5104085714285714,soft_16,8,hit
-0.4582542857142857,-0.1510057142857143,-0.5417114285714286,soft_16,9,hit
-0.47072857142857144,-0.19199857142857144,-0.49842714285714285,soft_16,10,hit
-0.43441714285714284,-0.11723571428571429,-0.4596571428571429,soft_16,11,hit
-0.07305142857142857,-0.0018871428571428572,-0.2927257142857143,soft_15,2,hit
-0.009871428571428571,0.03172571428571429,-0.2502742857142857,soft_15,3,hit
0.05366571428571429,0.06961,-0.21196,soft_15,4,hit
0.12587714285714285,0.11136428571428572,-0.16751142857142856,soft_15,5,double
0.17819714285714286,0.1394257142857143,-0.15336857142857144,soft_15,6,double
-0.18247142857142856,0.036814285714285716,-0.4753,soft_15,7,hit
-0.3142028571428571,-0.026321428571428572,-0.5095971428571429,soft_15,8,hit
-0.45633142857142855,-0.10913571428571428,-0.54036,soft_15,9,hit
-0.4734114285714286,-0.15901857142857143,-0.49853142857142857,soft_15,10,hit
-0.43275142857142856,-0.08975285714285715,-0.4602014285714286,soft_15,11,hit
-0.07535428571428572,0.019087142857142858,-0.29326285714285716,soft_14,2,hit
-0.00838,0.05402285714285714,-0.25230285714285716,soft_14,3,hit
0.05537142857142857,0.09014714285714286,-0.21083142857142856,soft_14,4,hit
0.1259142857142857,0.12965857142857143,-0.1672942857142857,soft_14,5,hit
0.17652285714285715,0.16899142857142857,-0.15346285714285715,soft_14,6,double
-0.18193428571428572,0.08037428571428572,-0.4746885714285714,soft_14,7,hit
-0.31569142857142857,0.01346,-0.5101114285714285,soft_14,8,hit
-0.45414571428571426,-0.07647,-0.54258,soft_14,9,hit
-0.47286,-0.13181428571428572,-0.49869285714285716,soft_14,10,hit
-0.4288,-0.06563,-0.4606685714285714,soft_14,11,hit
